Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Shannon,Clyde,Frederick,Jr.,9,30,1942,Marshall,TX,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Jimmy Carter,Democratic,Qualified,,1979-12-19,1979-12-19,1980-06-04,Reported (favorably),1980-06-17,Voice,  ,1980-06-18,1980-06-18,,Resignation,1984-01-01,Loyola University New Orleans,B.B.A.,1965-01-01,University of Texas School of Law,LL.B.,1968-01-01,,,,,,,,,,1942-09-30,1677-09-30,"Clyde Frederick Shannon, Jr.",39,GA,5,W.D. Tex.,05 - TX-W,TX,,,,,1984-01-01,12970 days 01:27:23.045008000,05-TX-W-01,,,182 days 00:00:00.000000000,1292 days 00:00:00.000000000,,37.21910785300177,37.21910785300177
Hudspeth,Harry,Lee, ,9,30,1935,Dallas,TX,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Jimmy Carter,Democratic,Well Qualified,,1979-10-11,1979-10-11,1979-11-08,Reported (favorably),1979-11-20,Voice,  ,1979-11-26,1979-11-27,2001-06-30,Retirement,2016-01-31,University of Texas,A.B.,1955-01-01,University of Texas School of Law,J.D.,1958-01-01,,,,,,,,,,1935-09-30,1677-09-30,Harry Lee Hudspeth,39,GA,5,W.D. Tex.,05 - TX-W,TX,,,,,2016-01-31,1252 days 01:27:23.045008000,05-TX-W-03,,,46 days 00:00:00.000000000,13214 days 00:00:00.000000000,,44.03102048638918,44.03102048638918
Bunton,Lucius,Desha,III,12,1,1924,Del Rio,TX,1,17,2001,Austin,TX,Male,White,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Jimmy Carter,Democratic,Well Qualified,,1979-10-11,1979-10-11,1979-11-08,Reported (favorably),1979-11-20,Voice,  ,1979-11-26,1979-11-27,1992-12-01,Death,2001-01-17,University of Texas,B.A.,1947-01-01,University of Texas School of Law,J.D.,1950-01-01,,,,,,,,,,1924-12-01,2001-01-17,"Lucius Desha Bunton, III",39,GA,5,W.D. Tex.,05 - TX-W,TX,,,,,2001-01-17,6744 days 01:27:23.045008000,05-TX-W-05,,,46 days 00:00:00.000000000,7722 days 00:00:00.000000000,,54.859442699028726,54.859442699028726
Garcia,Hipolito,Frank, ,12,4,1925,San Antonio,TX,1,16,2002,Austin,TX,Male,Hispanic,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Jimmy Carter,Democratic,Qualified,,1979-12-19,1979-12-19,1980-06-04,Reported (favorably),1980-09-17,Voice,  ,1980-09-29,1980-09-30,,Death,2002-01-16,"St. Mary`s University School of Law, Texas",LL.B.,1951-01-01,,,,,,,,,,,,,1925-12-04,2002-01-16,Hipolito Frank Garcia,39,GA,5,W.D. Tex.,05 - TX-W,TX,,,,,2002-01-16,6380 days 01:27:23.045008000,05-TX-W-06,,,285 days 00:00:00.000000000,7778 days 00:00:00.000000000,,54.04080850393916,54.04080850393916
Nelson,Rensselaer,Russell, ,5,12,1826,Cooperstown,NY,10,15,1904,St. Paul,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,James Buchanan,Democratic,,,1858-05-20,,,Not Referred to Committee,,Voice,  ,1858-05-30,1858-05-20,,Retirement,1896-05-16,Yale College,,1846-01-01,Read law,,1849-01-01,,,,,,,,,,1826-05-12,1904-10-15,Rensselaer Russell Nelson,15,PA,8,D. Minn.,08 - MN,MN,,,,,1896-05-16,44975 days 01:27:23.045008000,08-MN-01,,,10 days 00:00:00.000000000,13876 days 00:00:00.000000000,,32.02256035373758,32.02256035373758
Morris,Page, , ,6,30,1853,Lynchburg,VA,12,16,1924,Rochester,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Theodore Roosevelt,Republican,,,1903-03-05,1903-03-05,,Reported (favorably),1903-03-09,Voice,  ,1903-03-09,1903-03-09,1923-06-30,Death,1924-12-16,College of William and Mary,,,Virginia Military Institute,,1872-01-01,Read law,,1880-01-01,,,,,,,1853-06-30,1924-12-16,Page Morris,26,NY,8,D. Minn.,08 - MN,MN,,,,,1924-12-16,34535 days 01:27:23.045008000,08-MN-02,"['Nominated to U.S. District Court for the District of Minnesota, February 19, 1903']",[],4 days 00:00:00.000000000,7953 days 00:00:00.000000000,,49.676584734799484,49.676584734799484
Molyneaux,Joseph,West, ,12,12,1859,Bellevue,KY,1,24,1940, Minneapolis,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Calvin Coolidge,Republican,,,1925-03-18,1925-03-18,,Reported (favorably),1925-03-18,Voice,  ,1925-03-18,1925-03-18,1937-02-28,Death,1940-01-24,Cincinnati Law School (now University of Cincinnati College of Law),LL.B.,1882-01-01,,,,,,,,,,,,,1859-12-12,1940-01-24,Joseph West Molyneaux,30,MA,8,D. Minn.,08 - MN,MN,,,,,1940-01-24,29018 days 01:27:23.045008000,08-MN-04,,,0 days 00:00:00.000000000,5425 days 00:00:00.000000000,,65.26348932558506,65.26348932558506
Bell,Robert,Cook, ,11,1,1880,Harrisonville,MO,3,17,1964, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Franklin D. Roosevelt,Democratic,,,1933-06-08,1933-06-08,,Reported (favorably),1933-06-10,Voice,  ,1933-06-10,1933-06-13,1961-05-01,Death,1964-03-17,University of Missouri School of Law,LL.B.,1908-01-01,,,,,,,,,,,,,1880-11-01,1964-03-17,Robert Cook Bell,32,NY,8,D. Minn.,08 - MN,MN,,,,,1964-03-17,20199 days 01:27:23.045008000,08-MN-02,,,2 days 00:00:00.000000000,11235 days 00:00:00.000000000,,52.59793151125622,52.59793151125622
Sullivan,George,F., ,1,30,1886,Shakopee,MN,4,14,1944, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Franklin D. Roosevelt,Democratic,,,1937-08-12,1937-08-12,,Reported (favorably),1937-08-16,Voice,  ,1937-08-17,1937-08-20,,Death,1944-04-14,University of Minnesota Law School,LL.B.,1908-01-01,,,,,,,,,,,,,1886-01-30,1944-04-14,George F. Sullivan,32,NY,8,D. Minn.,08 - MN,MN,,,,,1944-04-14,27476 days 01:27:23.045008000,08-MN-04,,,5 days 00:00:00.000000000,2429 days 00:00:00.000000000,,51.530147778530704,51.530147778530704
Lochren,William, , ,4,3,1832,County Tyrone,Ireland,1,27,1912,Minneapolis,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Grover Cleveland,Democratic,,,1896-05-15,1896-05-15,,Reported (favorably),1896-05-18,Voice,  ,1896-05-18,1896-05-18,,Retirement,1908-07-11,Read law,,1856-01-01,,,,,,,,,,,,,1832-04-03,1912-01-27,William Lochren,22,NY,8,D. Minn.,08 - MN,MN,,,,,1908-07-11,40537 days 01:27:23.045008000,08-MN-01,,,3 days 00:00:00.000000000,4436 days 00:00:00.000000000,,64.11630628965688,64.11630628965688
Lochren,William, , ,4,3,1832,County Tyrone,Ireland,1,27,1912,Minneapolis,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Grover Cleveland,Democratic,,,1896-05-15,1896-05-15,,Reported (favorably),1896-05-18,Voice,  ,1896-05-18,1896-05-18,,Retirement,1908-07-11,Read law,,1856-01-01,,,,,,,,,,,,,1832-04-03,1912-01-27,William Lochren,24,NY,8,D. Minn.,08 - MN,MN,,,,,1908-07-11,40537 days 01:27:23.045008000,08-MN-01,,,3 days 00:00:00.000000000,4436 days 00:00:00.000000000,,64.11630628965688,64.11630628965688
Joyce,Matthew,M., ,4,29,1877,Emmetsburg,IA,1,12,1956, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Herbert Hoover,Republican,,,1932-01-28,1932-01-28,,Reported (favorably),1932-02-01,Voice,  ,1932-02-03,1932-02-11,1954-10-11,Death,1956-01-12,University of Michigan Law School,,,Read law,,1900-01-01,,,,,,,,,,1877-04-29,1956-01-12,Matthew M. Joyce,31,CA,8,D. Minn.,08 - MN,MN,,,,,1956-01-12,23186 days 01:27:23.045008000,08-MN-01,,,6 days 00:00:00.000000000,8736 days 00:00:00.000000000,,54.7471885117422,54.7471885117422
Nordbye,Gunnar,Hans, ,2,4,1888,Urskog,Norway,11,5,1977, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Herbert Hoover,Republican,,1931-03-18,1931-12-16,1931-12-16,,Reported (favorably),1932-02-01,Voice,  ,1932-02-03,1932-02-10,1967-03-06,Death,1977-11-05,University of Minnesota Law School,LL.B.,1912-01-01,,,,,,,,,,,,,1888-02-04,1977-11-05,Gunnar Hans Nordbye,31,CA,8,D. Minn.,08 - MN,MN,,,,,1977-11-05,15218 days 01:27:23.045008000,08-MN-05,"['Nominated to U.S. District Court for the District of Minnesota, February 20, 1931']",[],49 days 00:00:00.000000000,16705 days 00:00:00.000000000,,43.861270251955894,43.861270251955894
Devitt,Edward,James, ,5,5,1911,St. Paul,MN,3,2,1992,St. Paul,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Dwight D. Eisenhower,Republican,,1954-12-10,1955-01-10,1955-01-10,,Reported (favorably),1955-02-01,Voice,  ,1955-02-04,1955-02-07,1981-05-01,Death,1992-03-02,University of North Dakota School of Law,LL.B.,1935-01-01,University of North Dakota,B.S.,1938-01-01,,,,,,,,,,1911-05-05,1992-03-02,Edward James Devitt,34,KS,8,D. Minn.,08 - MN,MN,,,,,1992-03-02,9987 days 01:27:23.045008000,08-MN-01,"['Nominated to U.S. District Court for the District of Minnesota, November 16, 1954']",[],25 days 00:00:00.000000000,13538 days 00:00:00.000000000,,43.68604420350863,43.68604420350863
Donovan,Dennis,Francis, ,4,9,1889,Champion,MI,9,16,1974,Rochester,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Harry S Truman,Democratic,,,1945-06-01,1945-06-01,1945-06-12,Reported (favorably),1945-07-16,Voice,  ,1945-07-17,1945-07-18,1965-12-31,Death,1974-09-16,University of Michigan Law School,LL.B.,1913-01-01,,,,,,,,,,,,,1889-04-09,1974-09-16,Dennis Francis Donovan,33,MO,8,D. Minn.,08 - MN,MN,,,,,1974-09-16,16364 days 01:27:23.045008000,08-MN-04,,,46 days 00:00:00.000000000,10652 days 00:00:00.000000000,,56.14352108530634,56.14352108530634
Alsop,Donald,Douglas, ,9,30,1927,Duluth,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Richard M. Nixon,Republican,Well Qualified,,1974-08-08,1974-08-08,1974-11-19,Reported (favorably),1974-12-17,Voice,  ,1974-12-18,1974-12-20,1992-08-28,,,University of Minnesota,B.S.L.,1950-01-01,University of Minnesota Law School,LL.B.,1952-01-01,,,,,,,,,,1927-09-30,1677-09-30,Donald Douglas Alsop,37,CA,8,D. Minn.,08 - MN,MN,,,,,1992-08-28,9808 days 01:27:23.045008000,08-MN-05,,,132 days 00:00:00.000000000,6461 days 00:00:00.000000000,,46.85654051760132,46.85654051760132
Lord,Miles,Welton, ,11,6,1919,Dean Lake Township,MN,12,10,2016,Eden Prairie,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Lyndon B. Johnson,Democratic,Qualified,,1966-02-10,1966-02-10,1966-04-20,Reported (favorably),1966-04-27,Voice,  ,1966-04-28,1966-04-28,1985-07-01,Retirement,1985-09-08,University of Minnesota,B.A.,1946-01-01,University of Minnesota Law School,LL.B.,1948-01-01,,,,,,,,,,1919-11-06,2016-12-10,Miles Welton Lord,36,TX,8,D. Minn.,08 - MN,MN,,,,,1985-09-08,12354 days 01:27:23.045008000,08-MN-04,,,77 days 00:00:00.000000000,7073 days 00:00:00.000000000,,46.2651526040918,46.2651526040918
Neville,Philip, , ,11,5,1909,Minneapolis,MN,2,13,1974, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Lyndon B. Johnson,Democratic,,,1967-05-24,1967-05-24,1967-07-18,Reported (favorably),1967-07-27,Voice,  ,1967-07-31,1967-07-31,,Death,1974-02-13,University of Minnesota,B.A.,1931-01-01,University of Minnesota Law School,LL.B.,1933-01-01,,,,,,,,,,1909-11-05,1974-02-13,Philip Neville,36,TX,8,D. Minn.,08 - MN,MN,,,,,1974-02-13,16579 days 01:27:23.045008000,08-MN-05,,,68 days 00:00:00.000000000,2389 days 00:00:00.000000000,,57.54806737989144,57.54806737989144
Purdy,Milton,Dwight, ,11,3,1866,Mogadore,OH,2,11,1937,Honohulu,HI,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William H. Taft,Republican,,1909-03-06,,,,,,,  ,,,,Resignation,1909-05-01,University of Minnesota,A.B.,1891-01-01,University of Minnesota Law School,LL.B.,1892-01-01,,,,,,,,,,1866-11-03,1937-02-11,Milton Dwight Purdy,27,OH,8,D. Minn.,08 - MN,MN,,,,,1909-05-01,40243 days 01:27:23.045008000,08-MN-01,"['Nominated to U.S. District Court for the District of Minnesota, April 23, 1908; no Senate vote; Nominated to U.S. District Court for the District of Minnesota, December 8, 1908']",[],,,,,42.0953202324483
Willard,Charles,Andrew, ,5,21,1857,St. Johnsbury,VT,3,13,1914,Minneapolis,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William H. Taft,Republican,,,1909-05-08,1909-05-08,,Reported (favorably),1909-05-17,Voice,  ,1909-05-18,1909-05-18,,Death,1914-03-13,Dartmouth College,A.B.,1877-01-01,Boston University School of Law,LL.B.,1879-01-01,,,,,,,,,,1857-05-21,1914-03-13,Charles Andrew Willard,27,OH,8,D. Minn.,08 - MN,MN,,,,,1914-03-13,38466 days 01:27:23.045008000,08-MN-01,,,10 days 00:00:00.000000000,1760 days 00:00:00.000000000,,51.962737085634885,51.962737085634885
Cant,William,Alexander, ,12,23,1863,"Westfield, Marquette County",WI,1,12,1933, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Warren G. Harding,Republican,,1923-05-21,1923-12-15,1923-12-15,,Reported (favorably),1924-01-14,Voice,  ,1924-01-15,1924-01-15,,Death,1933-01-12,University of Michigan Law School,LL.B.,1885-01-01,,,,,,,,,,,,,1863-12-23,1933-01-12,William Alexander Cant,29,OH,8,D. Minn.,08 - MN,MN,,,,,1933-01-12,31586 days 01:27:23.045008000,08-MN-02,,,31 days 00:00:00.000000000,3285 days 00:00:00.000000000,,59.97659089509025,59.97659089509025
McGee,John,Franklin, ,1,1,1861,Amboy,IL,2,15,1925, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Warren G. Harding,Republican,,,1923-02-28,1923-02-28,,Reported (favorably),1923-03-01,Voice,  ,1923-03-02,1923-03-02,,Death,1925-02-15,Read law,,1882-01-01,,,,,,,,,,,,,1861-01-01,1925-02-15,John Franklin McGee,29,OH,8,D. Minn.,08 - MN,MN,,,,,1925-02-15,34474 days 01:27:23.045008000,08-MN-03,,,2 days 00:00:00.000000000,716 days 00:00:00.000000000,,62.1559648726531,62.1559648726531
Kyle,Richard,House, ,9,30,1937,St. Paul,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George H.W. Bush,Republican,Well Qualified,,1992-03-20,1992-03-20,1992-04-29,Reported (favorably),1992-05-07,Voice,  ,1992-05-12,1992-05-13,2005-05-31,,,University of Minnesota,B.A.,1959-01-01,University of Minnesota Law School,LL.B.,1962-01-01,,,,,,,,,,1937-09-30,1677-09-30,Richard House Kyle,41,TX,8,D. Minn.,08 - MN,MN,,,,,2005-05-31,5149 days 01:27:23.045008000,08-MN-06,,,53 days 00:00:00.000000000,4766 days 00:00:00.000000000,,54.47065990403636,54.47065990403636
Ericksen,Joan,N., ,9,30,1954,St. Paul,MN,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George W. Bush,Republican,Well Qualified,,2002-01-23,2002-01-23,2002-04-11,Reported (favorably),2002-04-18,Roll Call, 99/0,2002-04-25,2002-05-01,,,,St. Olaf College,B.A.,1977-01-01,University of Minnesota Law School,J.D.,1981-01-01,,,,,,,,,,1954-09-30,1677-09-30,Joan N. Ericksen,43,TX,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-01,,,92 days 00:00:00.000000000,,,47.31650889477539,47.31650889477539
Schiltz,Patrick,Joseph, ,9,30,1960,Duluth,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George W. Bush,Republican,Well Qualified,,2005-12-14,2005-12-14,2006-03-01,Reported (favorably),2006-03-30,Voice,  ,2006-04-26,2006-04-28,,,,College of St. Scholastica,B.A.,1981-01-01,Harvard Law School,J.D.,1985-01-01,,,,,,,,,,1960-09-30,1677-09-30,Patrick Joseph Schiltz,43,TX,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-06,,,133 days 00:00:00.000000000,,,45.20558259238725,45.20558259238725
Magnuson,Paul,Arthur, ,9,30,1937,Carthage,SD,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Ronald Reagan,Republican,Qualified,,1981-09-28,1981-09-28,1981-10-22,Reported (favorably),1981-10-27,Voice,  ,1981-10-29,1981-10-29,2002-02-09,,,Gustavus Adolphus College,B.A.,1959-01-01,William Mitchell College of Law (now Mitchell Hamline School of Law),J.D.,1963-01-01,,,,,,,,,,1937-09-30,1677-09-30,Paul Arthur Magnuson,40,CA,8,D. Minn.,08 - MN,MN,,,,,2002-02-09,6356 days 01:27:23.045008000,08-MN-01,,,31 days 00:00:00.000000000,7408 days 00:00:00.000000000,,43.99542769529833,43.99542769529833
Doty,David,Singleton, ,9,30,1929,Anoka,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Ronald Reagan,Republican,Well Qualified,,1987-02-05,1987-02-05,1987-04-01,Reported (favorably),1987-05-01,Voice,  ,1987-05-07,1987-05-08,1998-06-30,,,University of Minnesota,B.A.,1952-01-01,University of Minnesota Law School,J.D.,1961-01-01,,,,,,,,,,1929-09-30,1677-09-30,David Singleton Doty,40,CA,8,D. Minn.,08 - MN,MN,,,,,1998-06-30,7676 days 01:27:23.045008000,08-MN-04,,,91 days 00:00:00.000000000,4071 days 00:00:00.000000000,,57.35093807538827,57.35093807538827
Rosenbaum,James,Michael, ,9,30,1944,Fort Snelling,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Ronald Reagan,Republican,Well Qualified,,1985-06-14,1985-06-17,1985-07-10,Reported (favorably),1985-07-11,Voice,  ,1985-07-16,1985-07-18,2009-10-26,Retirement,2010-08-25,University of Minnesota,B.A.,1966-01-01,University of Minnesota Law School,J.D.,1969-01-01,,,,,,,,,,1944-09-30,1677-09-30,James Michael Rosenbaum,40,CA,8,D. Minn.,08 - MN,MN,,,,,2010-08-25,3237 days 01:27:23.045008000,08-MN-08,,,32 days 00:00:00.000000000,9169 days 00:00:00.000000000,,40.70446347289814,40.70446347289814
Davis,Michael,James, ,9,30,1947,Cincinnati,OH,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William J. Clinton,Democratic,Well Qualified,,1993-11-19,1993-11-19,1994-03-03,Reported (favorably),1994-03-23,Voice,  ,1994-03-25,1994-03-28,2015-08-01,,,Macalester College,B.A.,1969-01-01,University of Minnesota Law School,J.D.,1972-01-01,,,,,,,,,,1947-09-30,1677-09-30,Michael James Davis,42,AK,8,D. Minn.,08 - MN,MN,,,,,2015-08-01,1435 days 01:27:23.045008000,08-MN-02,,,126 days 00:00:00.000000000,7796 days 00:00:00.000000000,,46.13920888177033,46.13920888177033
Frank,Donovan,W., ,9,30,1951,Rochester,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William J. Clinton,Democratic,Qualified,,1998-05-21,1998-05-21,1998-07-30,Reported (favorably),1998-09-17,Voice,  ,1998-10-21,1998-10-22,2016-10-31,,,Luther College,B.A.,1973-01-01,Hamline University School of Law,J.D.,1977-01-01,,,,,,,,,,1951-09-30,1677-09-30,Donovan W. Frank,42,AK,8,D. Minn.,08 - MN,MN,,,,,2016-10-31,978 days 01:27:23.045008000,08-MN-04,,,153 days 00:00:00.000000000,6584 days 00:00:00.000000000,,46.64024586404923,46.64024586404923
Tunheim,John,R., ,9,30,1953,Thief River Falls,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William J. Clinton,Democratic,Well Qualified,,1995-07-10,1995-07-10,1995-09-28,Reported (favorably),1995-10-26,Voice,  ,1995-12-22,1995-12-26,,,,Concordia College,B.A.,1975-01-01,University of Minnesota Law School,J.D.,1980-01-01,,,,,,,,,,1953-09-30,1677-09-30,John R. Tunheim,42,AK,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-05,,,165 days 00:00:00.000000000,,,41.77498511263065,41.77498511263065
Montgomery,Ann,D., ,9,30,1949,Litchfield,MN,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,William J. Clinton,Democratic,Well Qualified,,1995-11-27,1995-11-28,1996-02-28,Reported (favorably),1996-03-13,Voice,  ,1996-08-02,1996-08-06,2016-05-31,,,University of Kansas,B.S.,1971-01-01,University of Minnesota Law School,J.D.,1974-01-01,,,,,,,,,,1949-09-30,1677-09-30,Ann D. Montgomery,42,AK,8,D. Minn.,08 - MN,MN,,,,,2016-05-31,1131 days 01:27:23.045008000,08-MN-07,,,249 days 00:00:00.000000000,7238 days 00:00:00.000000000,,46.15837423081925,46.15837423081925
Wright,Wilhelmina,Marie, ,9,30,1964,Norfolk,VA,9,30,1677, , ,Female,AfriAmerican,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Barack Obama,Democratic,Well Qualified,,2015-04-15,2015-04-15,2015-07-22,Reported (favorably),2015-09-17,Roll Call, 58/36,2016-01-19,2016-02-18,,,,Yale College,B.A.,1986-01-01,Harvard Law School,J.D.,1989-01-01,,,,,,,,,,1964-09-30,1677-09-30,Wilhelmina Marie Wright,44,IL,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-02,,,279 days 00:00:00.000000000,,,50.53902544200086,50.53902544200086
Nelson,Susan,Richard, ,9,30,1952,Buffalo,NY,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Barack Obama,Democratic,Well Qualified,,2010-04-21,2010-04-21,2010-05-13,Reported (favorably),2010-06-10,Voice,  ,2010-12-17,2010-12-21,,,,Oberlin College,B.A.,1974-01-01,University of Pittsburgh School of Law,J.D.,1978-01-01,,,,,,,,,,1952-09-30,1677-09-30,Susan Richard Nelson,44,IL,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-08,,,240 days 00:00:00.000000000,,,57.55628110091241,57.55628110091241
Tostrud,Eric,Christian,,9,30,1965,St. Paul,MN,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Donald J. Trump,Republican,Well Qualified,,2018-02-15,2018-02-15,2018-04-11,Reported (favorably),2018-05-10,Voice,,2018-09-06,2018-09-10,,,,St. Olaf College,B.A.,1987-01-01,William Mitchell College of Law (now Mitchell Hamline School of Law),J.D.,1990-01-01,,,,,,,,,,1965-09-30,1677-09-30,,45,NY,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-04,,,203 days 00:00:00.000000000,,,52.37889895069714,52.37889895069714
Brasel,Nancy,Ellen,,9,30,1969,Durham,England,9,30,1677,,,Female,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Donald J. Trump,Republican,Well Qualified,,2018-02-15,2018-02-15,2018-04-11,Reported (favorably),2018-05-10,Voice,,2018-08-28,2018-09-13,,,,"Trinity University, San Antonio, Texas",B.A.,1991-01-01,University of Texas,M.A.,1993-01-01,University of Minnesota Law School,J.D.,1996-01-01,,,,,,,1969-09-30,1677-09-30,,45,NY,8,D. Minn.,08 - MN,MN,,,,,,,08-MN-07,,,194 days 00:00:00.000000000,,,48.37881681348693,48.37881681348693
Larson,Earl,Richard, ,12,18,1911,Minneapolis,MN,10,31,2001,Minneapolis,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,John F. Kennedy,Democratic,,,1961-07-24,1961-07-24,1961-08-01,Reported (favorably),1961-08-08,Voice,  ,1961-08-09,1961-08-10,1977-06-30,Death,2001-10-31,University of Minnesota,B.A.,1932-01-01,University of Minnesota Law School,J.D.,1935-01-01,,,,,,,,,,1911-12-18,2001-10-31,Earl Richard Larson,35,MA,8,D. Minn.,08 - MN,MN,,,,,2001-10-31,6457 days 01:27:23.045008000,08-MN-02,,,16 days 00:00:00.000000000,14692 days 00:00:00.000000000,,49.5999233386038,49.5999233386038
MacLaughlin,Harry,Hunter, ,8,9,1927,Breckenridge,MN,5,3,2005,Edina,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Jimmy Carter,Democratic,Well Qualified,,1977-08-04,1977-08-04,1977-09-15,Reported (favorably),1977-09-15,Voice,  ,1977-09-16,1977-09-19,1992-10-01,Death,2005-05-03,University of Minnesota,B.B.A.,1949-01-01,University of Minnesota Law School,LL.B.,1956-01-01,,,,,,,,,,1927-08-09,2005-05-03,Harry Hunter MacLaughlin,39,GA,8,D. Minn.,08 - MN,MN,,,,,2005-05-03,5177 days 01:27:23.045008000,08-MN-02,,,43 days 00:00:00.000000000,10088 days 00:00:00.000000000,,49.988706133596175,49.988706133596175
Renner,Robert,George, ,4,2,1923,Nevis,MN,3,1,2005,Roseville,MN,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Jimmy Carter,Democratic,Well Qualified,,1979-11-30,1979-11-30,1980-02-18,Reported (favorably),1980-02-19,Voice,  ,1980-02-20,1980-02-20,1992-02-22,Death,2005-03-01,"St. John`s University, Minnesota",B.A.,1947-01-01,Georgetown College Law School (now Georgetown University Law Center),J.D.,1949-01-01,,,,,,,,,,1923-04-02,2005-03-01,Robert George Renner,39,GA,8,D. Minn.,08 - MN,MN,,,,,2005-03-01,5240 days 01:27:23.045008000,08-MN-06,,,82 days 00:00:00.000000000,9141 days 00:00:00.000000000,,56.663723416634156,56.663723416634156
