Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Batten,Timothy,C.,Sr.,9,30,1960,Atlanta,GA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,George W. Bush,Republican,Qualified,,2005-09-28,2005-09-28,2006-02-07,Reported (favorably),2006-02-16,Roll Call, 88/0,2006-03-06,2006-03-28,,,,Georgia Institute of Technology,B.S.,1981-01-01,University of Georgia School of Law,J.D.,1984-01-01,,,,,,,,,,1960-09-30,1677-09-30,"Timothy C. Batten, Sr.",43,TX,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-14,,,159 days 00:00:00.000000000,,,44.99476375284913,44.99476375284913
Thrash,Thomas,W.,Jr.,9,30,1951,Birmingham,AL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,William J. Clinton,Democratic,Well Qualified,,1997-01-07,1997-01-07,1997-05-07,Reported (favorably),1997-05-22,Voice,  ,1997-07-31,1997-08-01,,,,University of Virginia,B.A.,1973-01-01,Harvard Law School,J.D.,1976-01-01,,,,,,,,,,1951-09-30,1677-09-30,"Thomas W. Thrash, Jr.",42,AK,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-11,"['Nominated to U.S. District Court for the Northern District of Georgia, May 15, 1996']",[],205 days 00:00:00.000000000,,,45.27403026756196,45.27403026756196
Jones,Steve,CarMichael, ,9,30,1957,Athens,GA,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 90/0,2011-02-28,2011-03-03,,,,University of Georgia,B.B.A.,1978-01-01,University of Georgia School of Law,J.D.,1987-01-01,,,,,,,,,,1957-09-30,1677-09-30,Steve CarMichael Jones,44,IL,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-06,"['Nominated to U.S. District Court for the Northern District of Georgia, July 14, 2010']",[],54 days 00:00:00.000000000,,,53.26598082096142,53.26598082096142
Totenberg,Amy,Mil, ,9,30,1950,New York,NY,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Voice,  ,2011-02-28,2011-03-01,,,,Radcliffe College,A.B.,1974-01-01,Harvard Law School,J.D.,1977-01-01,,,,,,,,,,1950-09-30,1677-09-30,Amy Mil Totenberg,44,IL,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-07,"['Nominated to U.S. District Court for the Northern District of Georgia, March 17, 2010']",[],54 days 00:00:00.000000000,,,60.26680903783103,60.26680903783103
Cohen,Mark,Howard, ,9,30,1955,Miami Beach,FL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,Qualified,,2014-01-06,2014-01-06,2014-05-13,Reported (favorably),2014-06-19,Voice,  ,2014-11-18,2014-11-20,,,,Emory University,B.A.,1976-01-01,Emory University School of Law,J.D.,1979-01-01,,,,,,,,,,1955-09-30,1677-09-30,Mark Howard Cohen,44,IL,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-09,"['Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013']",[],316 days 00:00:00.000000000,,,58.27087482973641,58.27087482973641
Ross,Eleanor,Louise, ,9,30,1967,Washington,DC,9,30,1677, , ,Female,AfriAmerican,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,Qualified,,2014-01-06,2014-01-06,2014-05-13,Reported (favorably),2014-06-19,Voice,  ,2014-11-18,2014-11-20,,,,AmeriUniversity,B.A.,1989-01-01,University of Houston Law Center,J.D.,1994-01-01,,,,,,,,,,1967-09-30,1677-09-30,Eleanor Louise Ross,44,IL,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-10,"['Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013']",[],316 days 00:00:00.000000000,,,46.27062841810578,46.27062841810578
May,Leigh,Martin, ,9,30,1971,Albany,GA,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,Qualified,,2014-01-06,2014-01-06,2014-05-13,Reported (favorably),2014-06-19,Roll Call, 99/0,2014-11-13,2014-11-14,,,,Georgia Institute of Technology,B.S.,1993-01-01,University of Georgia School of Law,J.D.,1998-01-01,,,,,,,,,,1971-09-30,1677-09-30,Leigh Martin May,44,IL,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-12,"['Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013']",[],311 days 00:00:00.000000000,,,42.270546280895566,42.270546280895566
Boulee,Jean-Paul,,,9,30,1971,Kankakee,IL,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 85/11,2019-06-12,2019-06-14,,,,Washington and Lee University,B.A.,1993-01-01,University of Georgia School of Law,J.D.,1996-01-01,,,,,,,,,,1971-09-30,1677-09-30,,45,NY,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-04,"['Nominated to U.S. District Court for the Northern District of Georgia, August 28, 2018']",[],140 days 00:00:00.000000000,,,47.31650889477539,47.31650889477539
Ray,William,McCrary,II,9,30,1963,Macon,GA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Donald J. Trump,Republican,Well Qualified,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Roll Call, 54/41,2018-10-11,2018-10-25,,,,"University of Georgia, Terry School of Business",B.B.A.,1985-01-01,"University of Georgia, Terry School of Business",M.B.A.,1986-01-01,University of Georgia School of Law,J.D.,1990-01-01,,,,,,,1963-09-30,1677-09-30,"William McCrary Ray, II",45,NY,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-05,"['Nominated to U.S. District Court for the Northern District of Georgia, July 13, 2017']",[],276 days 00:00:00.000000000,,,54.27626850654018,54.27626850654018
Brown,Michael,Lawrence,,9,30,1968,Quantico,VA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Donald J. Trump,Republican,Well Qualified,,2017-07-13,2017-07-13,2017-09-20,Reported (favorably),2017-10-19,Roll Call, 92/0,2018-01-11,2018-01-17,,,,Georgetown University,B.A.,1991-01-01,University of Georgia School of Law,J.D.,1994-01-01,,,,,,,,,,1968-09-30,1677-09-30,,45,NY,11,N.D. Ga.,11 - GA-N,GA,,,,,,,11-GA-N-13,,,182 days 00:00:00.000000000,,,48.78402705052123,48.78402705052123
Strand,Leonard,Terry, ,9,30,1965,Sioux City,IA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Iowa,Judge,Barack Obama,Democratic,Well Qualified,,2015-07-21,2015-07-21,2015-10-21,Reported (favorably),2015-11-05,Roll Call, 93/0,2016-02-11,2016-02-12,,,,University of Iowa,B.A.,1987-01-01,University of Iowa College of Law,J.D.,1990-01-01,,,,,,,,,,1965-09-30,1677-09-30,Leonard Terry Strand,44,IL,8,N.D. Iowa,08 - IA-N,IA,,,,,,,08-IA-N-02,,,205 days 00:00:00.000000000,,,49.805266364127945,49.805266364127945
Williams,Charles,Joseph,,9,30,1963,Cedar Rapids,IA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Northern District of Iowa,Judge,Donald J. Trump,Republican,Well Qualified,,2018-02-15,2018-02-15,2018-03-21,Reported (favorably),2018-04-19,Roll Call, 79/12,2018-09-06,2018-09-10,,,,University of Iowa,B.A.,1985-01-01,University of Iowa College of Law,J.D.,1988-01-01,University of Missouri-Kansas City School of Law,LL.M.,1997-01-01,,,,,,,1963-09-30,1677-09-30,,45,NY,8,N.D. Iowa,08 - IA-N,IA,,,,,,,08-IA-N-01,,,203 days 00:00:00.000000000,,,54.380308972805736,54.380308972805736
Hall,James,Randal, ,9,30,1958,Augusta,GA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,George W. Bush,Republican,Well Qualified,,2007-03-19,2007-03-19,2008-02-12,Reported (favorably),2008-03-06,Voice,  ,2008-04-10,2008-04-29,,,,Augusta College (now Georgia Regents University),B.A.,1979-01-01,University of Georgia School of Law,J.D.,1982-01-01,,,,,,,,,,1958-09-30,1677-09-30,James Randal Hall,43,TX,11,S.D. Ga.,11 - GA-S,GA,,,,,,,11-GA-S-02,,,388 days 00:00:00.000000000,,,48.466429837710564,48.466429837710564
Wood,Lisa,Godbey, ,9,30,1963,Lexington,KY,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,George W. Bush,Republican,Well Qualified,,2007-01-09,2007-01-09,2007-01-25,Reported (favorably),2007-01-29,Roll Call, 97/0,2007-01-30,2007-02-08,,,,University of Georgia,B.A.,1985-01-01,University of Georgia School of Law,J.D.,1990-01-01,,,,,,,,,,1963-09-30,1677-09-30,Lisa Godbey Wood,43,TX,11,S.D. Ga.,11 - GA-S,GA,,,,,,,11-GA-S-04,"['Nominated to U.S. District Court for the Southern District of Georgia, June 12, 2006']",[],21 days 00:00:00.000000000,,,43.27809605946734,43.27809605946734
Baker,R.,Stan,,9,30,1977,Athens,GA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Donald J. Trump,Republican,Well Qualified,,2017-09-07,2017-09-07,2017-12-13,Reported (favorably),2018-01-18,Voice,,2018-08-28,2018-08-30,,,,Davidson College,B.A.,1999-01-01,University of Georgia School of Law,J.D.,2004-01-01,,,,,,,,,,1977-09-30,1677-09-30,,45,NY,11,S.D. Ga.,11 - GA-S,GA,,,,,,,11-GA-S-03,,,355 days 00:00:00.000000000,,,39.93784951094136,39.93784951094136
Watson,Michael,H., ,9,30,1956,Akron,OH,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,George W. Bush,Republican,Qualified,,2004-04-06,2004-04-06,2004-06-04,Reported (favorably),2004-07-08,Voice,  ,2004-09-07,2004-09-10,,,,Ohio State University,B.A.,1983-01-01,Capital University Law School,J.D.,1987-01-01,,,,,,,,,,1956-09-30,1677-09-30,Michael H. Watson,43,TX,6,S.D. Ohio,06 - OH-S,OH,,,,,,,06-OH-S-03,,,154 days 00:00:00.000000000,,,47.51637610628555,47.51637610628555
Sargus,Edmund,A.,Jr.,9,30,1953,Wheeling,WV,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,William J. Clinton,Democratic,Well Qualified,,1995-12-22,1995-12-22,1996-05-02,Reported (favorably),1996-05-09,Voice,  ,1996-07-22,1996-08-01,,,,Brown University,A.B.,1975-01-01,Case Western Reserve University School of Law,J.D.,1978-01-01,,,,,,,,,,1953-09-30,1677-09-30,"Edmund A. Sargus, Jr.",42,AK,6,S.D. Ohio,06 - OH-S,OH,,,,,,,06-OH-S-07,,,213 days 00:00:00.000000000,,,42.22673976878375,42.22673976878375
Marbley,Algenon,L., ,9,30,1954,Morehead City,NC,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,William J. Clinton,Democratic,Qualified,,1997-07-31,1997-07-31,1997-09-30,Reported (favorably),1997-10-09,Roll Call, 91/0,1997-10-27,1997-11-07,,,,University of North Carolina,B.A.,1976-01-01,Northwestern University School of Law,J.D.,1979-01-01,,,,,,,,,,1954-09-30,1677-09-30,Algenon L. Marbley,42,AK,6,S.D. Ohio,06 - OH-S,OH,,,,,,,06-OH-S-08,,,88 days 00:00:00.000000000,,,42.8345551243352,42.8345551243352
Black,Timothy,Seymour, ,9,30,1953,Brookline,MA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Barack Obama,Democratic,Well Qualified,,2009-12-24,2009-12-24,2010-01-20,Reported (favorably),2010-02-11,Voice,  ,2010-05-11,2010-05-13,,,,Harvard University,A.B.,1975-01-01,"Northern Kentucky University, Salmon P. Chase College of Law",J.D.,1983-01-01,,,,,,,,,,1953-09-30,1677-09-30,Timothy Seymour Black,44,IL,6,S.D. Ohio,06 - OH-S,OH,,,,,,,06-OH-S-10,,,138 days 00:00:00.000000000,,,56.23387201653696,56.23387201653696
Morrison,Sarah,Daggett,,9,30,1970,Lufkin,TX,9,30,1677,,,Female,White,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Donald J. Trump,Republican,Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 89/7,2019-06-11,2019-06-14,,,,Ohio State University,B.A.,1992-01-01,Capital University Law School,J.D.,1997-01-01,,,,,,,,,,1970-09-30,1677-09-30,,45,NY,6,S.D. Ohio,06 - OH-S,OH,,,,,,,06-OH-S-02,"['Nominated to U.S. District Court for the Southern District of Ohio, April 12, 2018']",[],139 days 00:00:00.000000000,,,48.315844952326195,48.315844952326195
Jones,James,Parker, ,9,30,1940,Tampa,FL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Virginia,Judge,William J. Clinton,Democratic,Well Qualified,,1995-12-12,1995-12-12,1996-02-28,Reported (favorably),1996-03-13,Voice,  ,1996-07-18,1996-08-01,,,,Duke University,A.B.,1962-01-01,University of Virginia School of Law,LL.B.,1965-01-01,,,,,,,,,,1940-09-30,1677-09-30,James Parker Jones,42,AK,4,W.D. Va.,04 - VA-W,VA,,,,,,,04-VA-W-05,"['Nominated to U.S. District Court for the Western District of Virginia, May 16, 1979']",[],219 days 00:00:00.000000000,,,55.1989431678953,55.1989431678953
Dillon,Elizabeth,Kay, ,9,30,1960,Omaha,NE,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Western District of Virginia,Judge,Barack Obama,Democratic,Well Qualified,,2014-09-18,2014-09-18,2014-11-13,Reported (favorably),2014-12-11,Voice,  ,2014-12-16,2014-12-19,,,,Lenoir-Rhyne College,A.B.,1983-01-01,Wake Forest University School of Law,J.D.,1986-01-01,,,,,,,,,,1960-09-30,1677-09-30,Elizabeth Kay Dillon,44,IL,4,W.D. Va.,04 - VA-W,VA,,,,,,,04-VA-W-02,,,89 days 00:00:00.000000000,,,53.966885014750474,53.966885014750474
Urbanski,Michael,Francis, ,9,30,1956,Livorno,Italy,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Virginia,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,2011-02-16,Reported (favorably),2011-03-10,Roll Call, 94/0,2011-05-12,2011-05-13,,,,College of William and Mary,A.B.,1978-01-01,University of Virginia School of Law,J.D.,1981-01-01,,,,,,,,,,1956-09-30,1677-09-30,Michael Francis Urbanski,44,IL,4,W.D. Va.,04 - VA-W,VA,,,,,,,04-VA-W-06,"['Nominated to U.S. District Court for the Western District of Virginia, December 1, 2010']",[],127 days 00:00:00.000000000,,,54.26531687851222,54.26531687851222
Henderson,Karen,LeCraft, ,9,30,1944,Oberlin,OH,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1990-05-08,1990-05-08,1990-06-11,Reported (favorably),1990-06-27,Voice,  ,1990-06-28,1990-07-05,,,,Duke University,B.A.,1966-01-01,University of North Carolina School of Law,J.D.,1969-01-01,,,,,,,,,,1944-09-30,1677-09-30,Karen LeCraft Henderson,41,TX,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-09,,,51 days 00:00:00.000000000,,1486 days 00:00:00.000000000,45.60257910840058,41.673682553372075
Griffith,Thomas,Beall, ,9,30,1954,Yokohama,Japan,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,George W. Bush,Republican,Qualified,,2005-02-14,2005-02-14,2005-03-08,Reported (favorably),2005-04-14,Roll Call, 73/24,2005-06-14,2005-06-29,,,,Brigham Young University,B.A.,1978-01-01,University of Virginia School of Law,J.D.,1985-01-01,,,,,,,,,,1954-09-30,1677-09-30,Thomas Beall Griffith,43,TX,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-11,"['Nominated to U.S. Court of Appeals for the District of Columbia Circuit, May 10, 2004']",[],120 days 00:00:00.000000000,,,50.37748892858854,50.37748892858854
Tatel,David,S., ,9,30,1942,Washington,DC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1994-06-20,1994-06-20,1994-09-21,Reported (favorably),1994-09-28,Voice,  ,1994-10-06,1994-10-07,,,,University of Michigan,B.A.,1963-01-01,University of Chicago Law School,J.D.,1966-01-01,,,,,,,,,,1942-09-30,1677-09-30,David S. Tatel,42,AK,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-03,,,108 days 00:00:00.000000000,,,51.7218012690199,51.7218012690199
Rogers,Judith,Ann Wilson, ,9,30,1939,New York,NY,9,30,1677, , ,Female,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1993-11-17,1993-11-17,1994-01-27,Reported (favorably),1994-03-09,Voice,  ,1994-03-10,1994-03-11,,,,Radcliffe College,A.B.,1961-01-01,Harvard Law School,LL.B.,1964-01-01,University of Virginia School of Law,LL.M.,1988-01-01,,,,,,,1939-09-30,1677-09-30,Judith Ann Wilson Rogers,42,AK,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-05,,,113 days 00:00:00.000000000,,,54.13389734217677,54.13389734217677
Garland,Merrick,B., ,9,30,1952,Chicago,IL,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1997-01-07,1997-01-07,,Reported (favorably),1997-03-06,Roll Call, 76/23,1997-03-19,1997-03-20,,,,Harvard College,A.B.,1974-01-01,Harvard Law School,J.D.,1977-01-01,,,,,,,,,,1952-09-30,1677-09-30,Merrick B. Garland,42,AK,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-12,"['Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 5, 1995; no Senate vote; Nominated to Supreme Court of the United States, March 16, 2016']",[],71 days 00:00:00.000000000,,,44.27195630300417,44.27195630300417
Pillard,Cornelia,Thayer Livingston, ,9,30,1961,Cambridge,MA,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2013-06-04,2013-06-04,2013-07-24,Reported (favorably),2013-09-19,Roll Call, 51/44,2013-12-12,2013-12-17,,,,Yale College,B.A.,1983-01-01,Harvard Law School,J.D.,1987-01-01,,,,,,,,,,1961-09-30,1677-09-30,Cornelia Thayer Livingston Pillard,44,IL,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-02,,,191 days 00:00:00.000000000,,,51.677994756908085,51.677994756908085
Wilkins,Robert,Leon, ,9,30,1963,Muncie,IN,9,30,1677, , ,Male,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2013-06-04,2013-06-04,2013-09-11,Reported (favorably),2013-10-31,Roll Call, 55/43,2014-01-13,2014-01-15,,,,Rose-Hulman Institute of Technology,B.S.,1986-01-01,Harvard Law School,J.D.,1989-01-01,,,,,,,,,,1963-09-30,1677-09-30,Robert Leon Wilkins,44,IL,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-04,,,223 days 00:00:00.000000000,,1124 days 00:00:00.000000000,49.67932264180647,46.63750795704224
Millett,Patricia,Ann, ,9,30,1963,Dexter,ME,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2013-06-04,2013-06-04,2013-07-10,Reported (favorably),2013-08-01,Roll Call, 56/38,2013-12-10,2013-12-10,,,,University of Illinois,B.A.,1985-01-01,Harvard Law School,J.D.,1988-01-01,,,,,,,,,,1963-09-30,1677-09-30,Patricia Ann Millett,44,IL,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-06,,,189 days 00:00:00.000000000,,,49.67932264180647,49.67932264180647
Srinivasan,Srikanth, , ,9,30,1967,Chandigarh,India,9,30,1677, , ,Male,Asian American,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2013-01-04,2013-01-04,2013-04-10,Reported (favorably),2013-05-16,Roll Call, 97/0,2013-05-23,2013-05-24,,,,Stanford University,B.A.,1989-01-01,Stanford Law School,J.D.,1995-01-01,Stanford Graduate School of Business,M.B.A.,1995-01-01,,,,,,,1967-09-30,1677-09-30,Srikanth Srinivasan,44,IL,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-10,"['Nominated to U.S. Court of Appeals for the District of Columbia Circuit, June 11, 2012']",[],139 days 00:00:00.000000000,,,45.265816546541,45.265816546541
Katsas,Gregory,George,,9,30,1964,Boston,MA,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2017-09-07,2017-09-07,2017-10-17,Reported (favorably),2017-11-09,Roll Call, 50/48,2017-11-28,2017-12-08,,,,Princeton University,A.B.,1986-01-01,Harvard Law School,J.D.,1989-01-01,,,,,,,,,,1964-09-30,1677-09-30,,45,NY,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-07,,,82 days 00:00:00.000000000,,,52.937431980122795,52.937431980122795
Rao,Neomi,Jehangir,,9,30,1973,Detroit,MI,9,30,1677,,,Female,Asian American,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,2019-02-05,Reported (favorably),2019-02-28,Roll Call, 53/46,2019-03-13,2019-03-18,,,,Yale University,B.A.,1995-01-01,University of Chicago Law School,J.D.,1999-01-01,,,,,,,,,,1973-09-30,1677-09-30,,45,NY,D.C.,D.C. Cir.,DC - CCA,,,,,,,,DC-CCA-13,"['Nominated to U.S. Court of Appeals for the District of Columbia Circuit, November 14, 2018']",[],49 days 00:00:00.000000000,,,45.31509887266679,45.31509887266679
Loken,James,B., ,9,30,1940,Madison,WI,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1990-09-10,1990-09-10,1990-10-05,Reported (favorably),1990-10-11,Voice,  ,1990-10-12,1990-10-17,,,,University of Wisconsin,B.S.,1962-01-01,Harvard Law School,LL.B.,1965-01-01,,,,,,,,,,1940-09-30,1677-09-30,James B. Loken,41,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-11,,,32 days 00:00:00.000000000,,,49.94489962148435,49.94489962148435
Benton,William,Duane, ,9,30,1950,Springfield,MO,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2004-02-12,2004-02-12,2004-04-08,Reported (favorably),2004-04-29,Voice,  ,2004-06-24,2004-07-02,,,,Northwestern University,B.A.,1972-01-01,Yale Law School,J.D.,1975-01-01,Memphis State University (now University of Memphis),M.B.A.,1979-01-01,University of Virginia School of Law,LL.M.,1994-01-01,,,,1950-09-30,1677-09-30,William Duane Benton,43,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-03,,,133 days 00:00:00.000000000,,,53.370021287226976,53.370021287226976
Gruender,Raymond,W., ,9,30,1963,St. Louis,MO,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,Qualified,,2003-09-29,2003-09-29,2004-01-22,Reported (favorably),2004-03-04,Roll Call, 97/1,2004-05-20,2004-06-05,,,,Washington University in St. Louis,B.A.,1984-01-01,Washington University School of Law,J.D.,1987-01-01,Washington University in St. Louis,M.B.A.,1987-01-01,,,,,,,1963-09-30,1677-09-30,Raymond W. Gruender,43,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-07,,,234 days 00:00:00.000000000,,,39.99808346509511,39.99808346509511
Shepherd,Bobby,E., ,9,30,1951,Arkadelphia,AR,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2006-05-18,2006-05-18,2006-06-28,Reported (favorably),2006-07-13,Voice,  ,2006-07-20,2006-10-10,,,,Ouachita Baptist University,B.A.,1973-01-01,University of Arkansas School of Law,J.D.,1975-01-01,,,,,,,,,,1951-09-30,1677-09-30,Bobby E. Shepherd,43,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-09,,,63 days 00:00:00.000000000,,,54.63219641744868,54.63219641744868
Smith,Lavenski,R., ,9,30,1958,Hope,AR,9,30,1677, , ,Male,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,Qualified,,2001-09-04,2001-09-04,2002-05-23,Reported (favorably),2002-06-27,Voice,  ,2002-07-15,2002-07-19,,,,University of Arkansas,B.A.,1981-01-01,University of Arkansas School of Law,J.D.,1987-01-01,,,,,,,,,,1958-09-30,1677-09-30,Lavenski R. Smith,43,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-12,"['Nominated to U.S. Court of Appeals for the Eighth Circuit, May 22, 2001']",[],314 days 00:00:00.000000000,,,42.9303818695798,42.9303818695798
Colloton,Steven,M., ,9,30,1963,Iowa City,IA,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,Qualified,,2003-02-12,2003-02-12,2003-07-22,Reported (favorably),2003-07-31,Roll Call, 94/1,2003-09-04,2003-09-10,,,,Princeton University,A.B.,1985-01-01,Yale Law School,J.D.,1988-01-01,,,,,,,,,,1963-09-30,1677-09-30,Steven M. Colloton,43,TX,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-14,,,204 days 00:00:00.000000000,,,39.37110276049474,39.37110276049474
