Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Wollman,Roger,Leland, ,9,30,1934,Frankfort,SD,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Ronald Reagan,Republican,,,1985-06-25,1985-06-26,1985-07-17,Reported (favorably),1985-07-18,Voice,  ,1985-07-19,1985-07-22,2018-12-14,,,Tabor College,B.A.,1957-01-01,University of South Dakota School of Law,J.D.,1962-01-01,Harvard Law School,LL.M.,1964-01-01,,,,,,,1934-09-30,1677-09-30,Roger Leland Wollman,40,CA,8,8th Cir.,08 - CCA,,,,,,2018-12-14,204 days 01:27:23.045008000,08-CCA-13,,,24 days 00:00:00.000000000,12198 days 00:00:00.000000000,,50.736154746504035,50.736154746504035
Kelly,Jane,Louise, ,9,30,1964,Greencastle,IN,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Barack Obama,Democratic,Qualified,,2013-01-31,2013-01-31,2013-02-27,Reported (favorably),2013-03-22,Roll Call, 96/0,2013-04-24,2013-04-25,,,,Duke University,B.A.,1987-01-01,Harvard Law School,J.D.,1991-01-01,,,,,,,,,,1964-09-30,1677-09-30,Jane Louise Kelly,44,IL,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-04,,,83 days 00:00:00.000000000,,,48.3377482083821,48.3377482083821
Grasz,Leonard,Steven,,9,30,1961,Chappell,NE,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,Not Qualified,,2017-08-03,2017-08-03,2017-11-01,Reported (favorably),2017-12-07,Roll Call, 50/48,2017-12-12,2018-01-03,,,,University of Nebraska,B.S.,1984-01-01,University of Nebraska College of Law,J.D.,1989-01-01,,,,,,,,,,1961-09-30,1677-09-30,,45,NY,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-06,,,131 days 00:00:00.000000000,,,55.8423513145376,55.8423513145376
Stras,David,Ryan,,9,30,1974,Wichita,KS,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Roll Call, 56/42,2018-01-30,2018-01-31,,,,University of Kansas,B.A.,1995-01-01,University of Kansas School of Business,M.B.A.,1999-01-01,University of Kansas School of Law,J.D.,1999-01-01,,,,,,,1974-09-30,1677-09-30,,45,NY,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-08,"['Nominated to U.S. Court of Appeals for the Eighth Circuit, May 8, 2017']",[],22 days 00:00:00.000000000,,,43.27535815246035,43.27535815246035
Kobes,Jonathan,Allen,,9,30,1974,Sioux City,IA,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,Not Qualified,,2018-06-11,2018-06-11,2018-08-22,Reported (favorably),2018-10-11,Roll Call, 51/50,2018-12-11,2018-12-12,,,,Dordt College,B.A.,1996-01-01,Harvard Law School,J.D.,2000-01-01,,,,,,,,,,1974-09-30,1677-09-30,,45,NY,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-13,,,183 days 00:00:00.000000000,,,43.69699583153658,43.69699583153658
Erickson,Ralph,R., ,9,30,1959,Thief River Falls,MN,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2017-06-07,2017-06-07,2017-07-25,Reported (favorably),2017-09-14,Roll Call, 95/1,2017-09-28,2017-10-12,,,,Jamestown College,B.A.,1980-01-01,University of North Dakota School of Law,J.D.,1984-01-01,,,,,,,,,,1959-09-30,1677-09-30,Ralph R. Erickson,45,NY,8,8th Cir.,08 - CCA,,,,,,,,08-CCA-10,"['Nominated to U.S. District Court for the District of North Dakota, September 12, 2002']",[],113 days 00:00:00.000000000,,5326 days 00:00:00.000000000,57.68770063724786,43.27262024545336
Campbell,Levin,Hicks, ,9,30,1927,Summit,NJ,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Richard M. Nixon,Republican,,,1972-06-15,1972-06-15,1972-06-28,Reported (favorably),1972-06-28,Voice,  ,1972-06-28,1972-06-30,1992-01-03,,,Harvard College,A.B.,1948-01-01,Harvard Law School,LL.B.,1951-01-01,,,,,,,,,,1927-09-30,1677-09-30,Levin Hicks Campbell,37,CA,1,1st Cir.,01 - CCA,,,,,,1992-01-03,10046 days 01:27:23.045008000,01-CCA-01,,,13 days 00:00:00.000000000,7126 days 00:00:00.000000000,275 days 00:00:00.000000000,44.71002142412233,44.11863351061281
Boudin,Michael, , ,9,30,1939,New York,NY,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1992-03-20,1992-03-20,1992-05-14,Reported (favorably),1992-05-21,Voice,  ,1992-05-21,1992-05-26,2013-06-01,,,Harvard University,B.A.,1961-01-01,Harvard Law School,LL.B.,1964-01-01,,,,,,,,,,1939-09-30,1677-09-30,Michael Boudin,41,TX,1,1st Cir.,01 - CCA,,,,,,2013-06-01,2226 days 01:27:23.045008000,01-CCA-01,,,62 days 00:00:00.000000000,7676 days 00:00:00.000000000,542 days 00:00:00.000000000,52.47198778893475,50.63211428023847
Stahl,Norman,H., ,9,30,1931,Manchester,NH,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1992-04-09,1992-04-09,1992-06-18,Reported (favorably),1992-06-25,Voice,  ,1992-06-26,1992-06-30,2001-04-16,,,Tufts College,B.A.,1952-01-01,Harvard Law School,LL.B.,1955-01-01,,,,,,,,,,1931-09-30,1677-09-30,Norman H. Stahl,41,TX,1,1st Cir.,01 - CCA,,,,,,2001-04-16,6655 days 01:27:23.045008000,01-CCA-02,,,78 days 00:00:00.000000000,3212 days 00:00:00.000000000,816 days 00:00:00.000000000,60.526910203494936,58.3201571558622
Howard,Jeffrey,R., ,9,30,1955,Claremont,NH,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,George W. Bush,Republican,Qualified,,2001-09-04,2001-09-04,2002-04-11,Reported (favorably),2002-04-18,Roll Call, 99/0,2002-04-23,2002-05-03,,,,Plymouth State College,B.A.,1978-01-01,Georgetown University Law Center,J.D.,1981-01-01,,,,,,,,,,1955-09-30,1677-09-30,Jeffrey R. Howard,43,TX,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-02,"['Nominated to U.S. Court of Appeals for the First Circuit, August 2, 2001']",[],231 days 00:00:00.000000000,,,45.931127949239205,45.931127949239205
Torruella,Juan,R., ,9,30,1933,San Juan,Puerto Rico,9,30,1677, , ,Male,Hispanic,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Ronald Reagan,Republican,Well Qualified,,1984-08-01,1984-08-01,1984-08-08,Reported (favorably),1984-09-20,Voice,  ,1984-10-04,1984-10-04,,,,"University of Pennsylvania, Wharton School",B.S.,1954-01-01,Boston University School of Law,J.D.,1957-01-01,University of Virginia School of Law,LL.M.,1984-01-01,University of Puerto Rico School of Public Administration,M.P.A.,1984-01-01,,,,1933-09-30,1677-09-30,Juan R. Torruella,40,CA,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-05,"['Nominated to U.S. District Court for the District of Puerto Rico, May 28, 1974']",[],64 days 00:00:00.000000000,,3602 days 00:00:00.000000000,50.83745730576261,41.13431487299534
Selya,Bruce,Marshall, ,9,30,1934,Providence,RI,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Ronald Reagan,Republican,Qualified,,1986-09-26,1986-09-26,1986-10-01,Reported (favorably),1986-10-02,Voice,  ,1986-10-08,1986-10-14,2006-12-31,,,Harvard University,A.B.,1955-01-01,Harvard Law School,LL.B.,1958-01-01,,,,,,,,,,1934-09-30,1677-09-30,Bruce Marshall Selya,40,CA,1,1st Cir.,01 - CCA,,,,,,2006-12-31,4570 days 01:27:23.045008000,01-CCA-06,,,12 days 00:00:00.000000000,7383 days 00:00:00.000000000,1559 days 00:00:00.000000000,51.99011615570477,47.82302169106826
Lipez,Kermit,Victor, ,9,30,1941,Philadelphia,PA,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1997-10-20,1997-10-20,1998-03-18,Reported (favorably),1998-03-26,Voice,  ,1998-04-02,1998-04-07,2011-12-31,,,Haverford College,B.A.,1963-01-01,Yale Law School,LL.B.,1967-01-01,University of Virginia School of Law,LL.M.,1990-01-01,,,,,,,1941-09-30,1677-09-30,Kermit Victor Lipez,42,AK,1,1st Cir.,01 - CCA,,,,,,2011-12-31,2744 days 01:27:23.045008000,01-CCA-03,,,164 days 00:00:00.000000000,5016 days 00:00:00.000000000,,56.055908061082704,56.055908061082704
Lynch,Sandra,Lea, ,9,30,1946,Oak Park,IL,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1995-01-11,1995-01-11,1995-02-08,Reported (favorably),1995-02-23,Voice,  ,1995-03-17,1995-03-17,,,,Wellesley College,A.B.,1968-01-01,Boston University School of Law,J.D.,1971-01-01,,,,,,,,,,1946-09-30,1677-09-30,Sandra Lea Lynch,42,AK,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-04,"['Nominated to U.S. Court of Appeals for the First Circuit, September 19, 1994']",[],65 days 00:00:00.000000000,,,48.282990068242334,48.282990068242334
Barron,David,Jeremiah, ,9,30,1967,Washington,DC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 53/45,2014-05-22,2014-05-23,,,,Harvard College,B.A.,1989-01-01,Harvard Law School,J.D.,1994-01-01,,,,,,,,,,1967-09-30,1677-09-30,David Jeremiah Barron,44,IL,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-01,"['Nominated to U.S. Court of Appeals for the First Circuit, September 24, 2013']",[],136 days 00:00:00.000000000,,,46.27062841810578,46.27062841810578
Kayatta,William,Joseph,Jr.,9,30,1953,Pawtucket,RI,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2013-01-04,2013-01-04,,Reported (favorably),2013-02-07,Roll Call, 88/12,2013-02-13,2013-02-14,,,,Amherst College,B.A.,1976-01-01,Harvard Law School,J.D.,1979-01-01,,,,,,,,,,1953-09-30,1677-09-30,"William Joseph Kayatta, Jr.",44,IL,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-03,"['Nominated to U.S. Court of Appeals for the First Circuit, January 23, 2012']",[],40 days 00:00:00.000000000,,,59.264735073273236,59.264735073273236
Thompson,Ojetta,Rogeriee, ,9,30,1951,Anderson,SC,9,30,1677, , ,Female,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Barack Obama,Democratic,Qualified,,2009-10-06,2009-10-06,2009-12-01,Reported (favorably),2010-01-21,Roll Call, 98/0,2010-03-17,2010-03-30,,,,Brown University,A.B.,1973-01-01,Boston University School of Law,J.D.,1976-01-01,,,,,,,,,,1951-09-30,1677-09-30,Ojetta Rogeriee Thompson,44,IL,1,1st Cir.,01 - CCA,,,,,,,,01-CCA-06,,,162 days 00:00:00.000000000,,,58.01898738509347,58.01898738509347
Niemeyer,Paul,Victor, ,9,30,1941,Princeton,NJ,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1990-05-11,1990-05-11,1990-07-16,Reported (favorably),1990-07-26,Voice,  ,1990-08-03,1990-08-07,,,,Kenyon College,A.B.,1962-01-01,Notre Dame Law School,J.D.,1966-01-01,,,,,,,,,,1941-09-30,1677-09-30,Paul Victor Niemeyer,41,TX,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-07,,,84 days 00:00:00.000000000,,900 days 00:00:00.000000000,48.611538909080956,45.947555391281135
Hamilton,Clyde,H., ,9,30,1934,Edgefield,SC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1991-06-12,1991-06-12,1991-07-11,Reported (favorably),1991-07-18,Voice,  ,1991-07-18,1991-07-22,1999-11-30,,,Wofford College,B.S.,1956-01-01,George Washington University Law School,J.D.,1961-01-01,,,,,,,,,,1934-09-30,1677-09-30,Clyde H. Hamilton,41,TX,4,4th Cir.,04 - CCA,,,,,,1999-11-30,7158 days 01:27:23.045008000,04-CCA-13,,,36 days 00:00:00.000000000,3053 days 00:00:00.000000000,3529 days 00:00:00.000000000,56.699316207725005,47.122117497279206
Duncan,Allyson,Kay, ,9,30,1951,Durham,NC,9,30,1677, , ,Female,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2003-04-28,2003-04-28,2003-06-25,Reported (favorably),2003-07-10,Roll Call, 93/0,2003-07-17,2003-08-15,2019-03-21,,,Hampton University,B.A.,1972-01-01,Duke University School of Law,J.D.,1975-01-01,,,,,,,,,,1951-09-30,1677-09-30,Allyson Kay Duncan,43,TX,4,4th Cir.,04 - CCA,,,,,,2019-03-21,107 days 01:27:23.045008000,04-CCA-11,,,80 days 00:00:00.000000000,5697 days 00:00:00.000000000,,51.57669219764951,51.57669219764951
Shedd,Dennis,W., ,9,30,1953,Cordova,SC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2001-09-04,2001-09-04,2002-06-27,Reported (favorably),2002-11-14,Roll Call, 55/44,2002-11-19,2002-11-26,2018-01-30,,,Wofford College,B.A.,1975-01-01,University of South Carolina School of Law,J.D.,1978-01-01,Georgetown University Law Center,LL.M.,1980-01-01,,,,,,,1953-09-30,1677-09-30,Dennis W. Shedd,43,TX,4,4th Cir.,04 - CCA,,,,,,2018-01-30,522 days 01:27:23.045008000,04-CCA-13,"['Nominated to U.S. Court of Appeals for the Fourth Circuit, May 9, 2001']",[],441 days 00:00:00.000000000,5544 days 00:00:00.000000000,4424 days 00:00:00.000000000,47.92980006434082,37.0466197115615
Agee,G.,Steven, ,9,30,1952,Roanoke,VA,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2008-03-13,2008-03-13,2008-05-01,Reported (favorably),2008-05-15,Roll Call, 96/0,2008-05-20,2008-07-01,,,,Bridgewater College,B.A.,1974-01-01,University of Virginia School of Law,J.D.,1977-01-01,New York University School of Law,LL.M.,1978-01-01,,,,,,,1952-09-30,1677-09-30,G. Steven Agee,43,TX,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-14,,,68 days 00:00:00.000000000,,,55.45083061253825,55.45083061253825
Wilkinson,James,Harvie,III,9,30,1944,New York,NY,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Ronald Reagan,Republican,Qualified,,1984-01-30,1984-01-30,1984-02-22,Reported (favorably),1984-03-15,Roll Call, 58/39,1984-08-09,1984-08-13,,,,Yale University,B.A.,1967-01-01,University of Virginia School of Law,J.D.,1972-01-01,,,,,,,,,,1944-09-30,1677-09-30,"James Harvie Wilkinson, III",40,CA,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-06,"['Nominated to U.S. Court of Appeals for the Fourth Circuit, November 10, 1983']",[],192 days 00:00:00.000000000,,,39.3327720623969,39.3327720623969
Traxler,William,Byrd,Jr.,9,30,1948,Greenville,SC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1998-07-10,1998-07-13,1998-09-09,Reported (favorably),1998-09-17,Voice,  ,1998-09-28,1998-10-01,2018-08-31,,,Davidson College,B.A.,1970-01-01,University of South Carolina School of Law,J.D.,1973-01-01,,,,,,,,,,1948-09-30,1677-09-30,"William Byrd Traxler, Jr.",42,AK,4,4th Cir.,04 - CCA,,,,,,2018-08-31,309 days 01:27:23.045008000,04-CCA-01,,,80 days 00:00:00.000000000,7274 days 00:00:00.000000000,2424 days 00:00:00.000000000,49.775149387051066,43.12203536006899
King,Robert,Bruce, ,9,30,1940,White Sulphur Springs,WV,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1998-06-24,1998-06-24,1998-09-09,Reported (favorably),1998-09-17,Voice,  ,1998-10-08,1998-10-09,,,,West Virginia University,B.A.,1961-01-01,West Virginia University College of Law,J.D.,1968-01-01,,,,,,,,,,1940-09-30,1677-09-30,Robert Bruce King,42,AK,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-02,,,106 days 00:00:00.000000000,,,57.73150714935967,57.73150714935967
Motz,Diana,Jane Gribbon, ,9,30,1943,Washington,DC,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,William J. Clinton,Democratic,Well Qualified,,1994-01-27,1994-01-27,1994-05-25,Reported (favorably),1994-06-14,Voice,  ,1994-06-15,1994-06-16,,,,Vassar College,B.A.,1965-01-01,University of Virginia School of Law,J.D.,1968-01-01,,,,,,,,,,1943-09-30,1677-09-30,Diana Jane Gribbon Motz,42,AK,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-15,,,139 days 00:00:00.000000000,,,50.32820660246275,50.32820660246275
Gregory,Roger,L., ,9,30,1953,Philadelphia,PA,9,30,1677, , ,Male,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,William J. Clinton,Democratic,Qualified,2000-12-27,2001-05-09,2001-05-09,2001-07-11,Reported (favorably),2001-07-19,Roll Call, 93/1,2001-07-20,2001-07-25,,,,Virginia State College,B.A.,1975-01-01,University of Michigan Law School,J.D.,1978-01-01,,,,,,,,,,1953-09-30,1677-09-30,Roger L. Gregory,42,AK,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-16,"['Nominated to U.S. Court of Appeals for the Fourth Circuit, June 30, 2000; no Senate vote; Nominated to U.S. Court of Appeals for the Fourth Circuit, January 3, 2001']",[],72 days 00:00:00.000000000,,,47.60672703751617,47.60672703751617
Floyd,Henry,Franklin, ,9,30,1947,Brevard,NC,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-26,2011-01-26,2011-04-13,Reported (favorably),2011-05-12,Roll Call, 96/0,2011-10-03,2011-10-05,,,,Wofford College,B.A.,1970-01-01,University of South Carolina School of Law,J.D.,1973-01-01,,,,,,,,,,1947-09-30,1677-09-30,Henry Franklin Floyd,44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-04,,,250 days 00:00:00.000000000,,2934 days 00:00:00.000000000,63.325051164637195,55.62331875397852
Keenan,Barbara,Milano, ,9,30,1950,Vienna,Austria,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2009-09-14,2009-09-14,2009-10-07,Reported (favorably),2009-10-29,Roll Call, 99/0,2010-03-02,2010-03-09,,,,Cornell University,B.A.,1971-01-01,George Washington University Law School,J.D.,1974-01-01,University of Virginia School of Law,LL.M.,1992-01-01,,,,,,,1950-09-30,1677-09-30,Barbara Milano Keenan,44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-05,,,169 days 00:00:00.000000000,,,58.95808948849052,58.95808948849052
Wynn,James,Andrew,Jr.,9,30,1954,Robersonville,NC,9,30,1677, , ,Male,AfriAmerican,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2009-11-04,2009-11-04,2009-12-16,Reported (favorably),2010-01-28,Voice,  ,2010-08-05,2010-08-10,,,,University of North Carolina,B.A.,1975-01-01,Marquette University Law School,J.D.,1979-01-01,University of Virginia School of Law,LL.M.,1995-01-01,,,,,,,1954-09-30,1677-09-30,"James Andrew Wynn, Jr.",44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-08,"['Nominated to U.S. Court of Appeals for the Fourth Circuit, August 5, 1999; no Senate vote; Nominated to U.S. Court of Appeals for the Fourth Circuit, January 3, 2001']",[],274 days 00:00:00.000000000,,,55.09764060863673,55.09764060863673
Harris,Pamela,Ann, ,9,30,1962,Hartford,CT,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2014-05-08,2014-05-08,2014-06-24,Reported (favorably),2014-07-17,Roll Call, 50/43,2014-07-28,2014-07-29,,,,Yale College,B.A.,1985-01-01,Yale Law School,J.D.,1990-01-01,,,,,,,,,,1962-09-30,1677-09-30,Pamela Ann Harris,44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-09,,,81 days 00:00:00.000000000,,,51.60407126771939,51.60407126771939
Thacker,Stephanie,Dawn, ,9,30,1965,Huntington,WV,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2011-09-08,2011-09-08,2011-10-04,Reported (favorably),2011-11-03,Roll Call, 91/3,2012-04-16,2012-04-17,,,,Marshall University,B.A.,1987-01-01,West Virginia University College of Law,J.D.,1990-01-01,,,,,,,,,,1965-09-30,1677-09-30,Stephanie Dawn Thacker,44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-10,,,221 days 00:00:00.000000000,,,45.93934167026017,45.93934167026017
Diaz,Albert, , ,9,30,1960,Brooklyn,NY,9,30,1677, , ,Male,Hispanic,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,Well Qualified,,2009-11-04,2009-11-04,2009-12-16,Reported (favorably),2010-01-28,Voice,  ,2010-12-18,2010-12-22,,,,"University of Pennsylvania, Wharton School",B.S.,1983-01-01,New York University School of Law,J.D.,1988-01-01,Boston University,M.S.,1993-01-01,,,,,,,1960-09-30,1677-09-30,Albert Diaz,44,IL,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-12,,,409 days 00:00:00.000000000,,,49.096148449317916,49.096148449317916
Quattlebaum,A.,Marvin,Jr.,9,30,1964,Durham,NC,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2018-05-07,2018-05-07,2018-06-20,Reported (favorably),2018-07-19,Roll Call, 62/28,2018-08-16,2018-09-04,,,,Rhodes College,B.A.,1986-01-01,University of South Carolina School of Law,J.D.,1989-01-01,,,,,,,,,,1964-09-30,1677-09-30,"A. Marvin Quattlebaum, Jr.",45,NY,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-01,,,101 days 00:00:00.000000000,,184 days 00:00:00.000000000,53.600005475814015,52.841605234878195
Rushing,Allison,Jones,,9,30,1982,Hendersonville,NC,9,30,1677,,,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Donald J. Trump,Republican,Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 53/44,2019-03-05,2019-03-21,,,,Wake Forest University,B.A.,2004-01-01,Duke University School of Law,J.D.,2007-01-01,,,,,,,,,,1982-09-30,1677-09-30,,45,NY,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-11,"['Nominated to U.S. Court of Appeals for the Fourth Circuit, August 27, 2018']",[],41 days 00:00:00.000000000,,,36.31559854069557,36.31559854069557
Richardson,Julius,Ness,,9,30,1976,Columbia,SC,9,30,1677,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Donald J. Trump,Republican,Well Qualified,,2018-05-07,2018-05-07,2018-06-20,Reported (favorably),2018-07-19,Roll Call, 81/8,2018-08-16,2018-08-20,,,,Vanderbilt University,B.S.,1999-01-01,University of Chicago Law School,J.D.,2003-01-01,,,,,,,,,,1976-09-30,1677-09-30,,45,NY,4,4th Cir.,04 - CCA,,,,,,,,04-CCA-13,,,101 days 00:00:00.000000000,,,41.59975906418339,41.59975906418339
Walker,John,Mercer,Jr.,9,30,1940,New York,NY,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,George H.W. Bush,Republican,Well Qualified,,1989-09-21,1989-09-21,1989-11-07,Reported (favorably),1989-11-16,Voice,  ,1989-11-22,1989-11-27,2006-09-30,,,Yale University,B.A.,1962-01-01,University of Michigan Law School,J.D.,1966-01-01,,,,,,,,,,1940-09-30,1677-09-30,"John Mercer Walker, Jr.",41,TX,2,2d Cir.,02 - CCA,,,,,,2006-09-30,4662 days 01:27:23.045008000,02-CCA-09,,,62 days 00:00:00.000000000,6151 days 00:00:00.000000000,1611 days 00:00:00.000000000,48.975680541010426,44.73466258718523
Jacobs,Dennis,G., ,9,30,1944,New York,NY,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,George H.W. Bush,Republican,Qualified,,1992-03-20,1992-03-20,1992-08-11,Reported (favorably),1992-09-17,Voice,  ,1992-09-29,1992-10-02,2019-05-31,,,"Queens College, City University of New York",B.A.,1964-01-01,New York University,M.A.,1965-01-01,New York University School of Law,J.D.,1973-01-01,,,,,,,1944-09-30,1677-09-30,Dennis G. Jacobs,41,TX,2,2d Cir.,02 - CCA,,,,,,2019-05-31,36 days 01:27:23.045008000,02-CCA-11,,,193 days 00:00:00.000000000,9737 days 00:00:00.000000000,,47.469831687166746,47.469831687166746
